cart=0 steps home=0 steps raw=0 active=no ena=OFF enaPin=LOW dir=CW dir26=LOW dir33=HIGH commanded=+0 steps/s current=+0 steps/s homeStop=clear homed=no homing=no travel=0 steps centerHome=0 steps limits=[0,0]
mode=MANUAL telemetry=OFF sensor=online ack=yes rawRead=yes i2c=0 readUs=297 maxReadUs=661 sample=yes angleRef=no(UNSET) cartCenter=0 steps angle=0.0000 rad (0.00 deg) cartVel=0.00 steps/s angleVel=0.0000 rad/s sampleTs=62369185 K=[-2.172154 -2.726762 -297368.531250 -31334.011719]
Angle log enabled: buffer=2048 samples at target 250 Hz
Angle log: ON samples=2048/2048 wrapped=yes
Angle log timing: teacherTimerCallbacks=3118 teacherTaskWakes=3118 teacherTaskNotifications=3118
Angle log session: start_us=67864416 stop_us=0 duration_us=12472719
Angle log disabled
ANGLE_LOG_SESSION_HEADER,start_us,stop_us,duration_us,teacher_timer_callbacks_at_stop,teacher_task_wakes_at_stop,teacher_task_notifications_at_stop,samples
ANGLE_LOG_SESSION,67864416,88744433,20880017,5220,5220,5220,2048
ANGLE_LOG_DIAG_HEADER,teacher_timer_callbacks,teacher_task_wakes,teacher_task_notifications,samples
ANGLE_LOG_DIAG,5220,5220,5220,2048
ANGLE_LOG_HEADER,index,timestamp_us,sample_dt_us,angle_raw_counts
ANGLE_LOG,1619,87032108,4000,3503
ANGLE_LOG,1620,87036108,4000,3503
ANGLE_LOG,1621,87040108,4000,3503
ANGLE_LOG,1622,87044135,4027,3503
ANGLE_LOG,1623,87048108,3973,3503
ANGLE_LOG,1624,87052108,4000,3503
ANGLE_LOG,1625,87056108,4000,3503
ANGLE_LOG,1626,87060108,4000,3503
ANGLE_LOG,1627,87064135,4027,3503
ANGLE_LOG,1628,87068108,3973,3503
ANGLE_LOG,1629,87072108,4000,3503
ANGLE_LOG,1630,87076108,4000,3503
ANGLE_LOG,1631,87080108,4000,3503
ANGLE_LOG,1632,87084135,4027,3503
ANGLE_LOG,1633,87088108,3973,3503
ANGLE_LOG,1634,87092108,4000,3503
ANGLE_LOG,1635,87096108,4000,3503
ANGLE_LOG,1636,87100108,4000,3503
ANGLE_LOG,1637,87104135,4027,3503
ANGLE_LOG,1638,87108108,3973,3503
ANGLE_LOG,1639,87112108,4000,3503
ANGLE_LOG,1640,87116108,4000,3503
ANGLE_LOG,1641,87120108,4000,3503
ANGLE_LOG,1642,87124135,4027,3503
ANGLE_LOG,1643,87128108,3973,3503
ANGLE_LOG,1644,87132108,4000,3503
ANGLE_LOG,1645,87136108,4000,3503
ANGLE_LOG,1646,87140108,4000,3503
ANGLE_LOG,1647,87144135,4027,3503
ANGLE_LOG,1648,87148108,3973,3503
ANGLE_LOG,1649,87152108,4000,3503
ANGLE_LOG,1650,87156108,4000,3503
ANGLE_LOG,1651,87160108,4000,3503
ANGLE_LOG,1652,87164135,4027,3503
ANGLE_LOG,1653,87168108,3973,3503
ANGLE_LOG,1654,87172108,4000,3503
ANGLE_LOG,1655,87176108,4000,3503
ANGLE_LOG,1656,87180108,4000,3503
ANGLE_LOG,1657,87184135,4027,3503
ANGLE_LOG,1658,87188108,3973,3503
ANGLE_LOG,1659,87192108,4000,3503
ANGLE_LOG,1660,87196108,4000,3503
ANGLE_LOG,1661,87200108,4000,3503
ANGLE_LOG,1662,87204135,4027,3503
ANGLE_LOG,1663,87208108,3973,3503
ANGLE_LOG,1664,87212108,4000,3503
ANGLE_LOG,1665,87216108,4000,3503
ANGLE_LOG,1666,87220108,4000,3503
ANGLE_LOG,1667,87224135,4027,3503
ANGLE_LOG,1668,87228108,3973,3503
ANGLE_LOG,1669,87232108,4000,3503
ANGLE_LOG,1670,87236108,4000,3503
ANGLE_LOG,1671,87240108,4000,3503
ANGLE_LOG,1672,87244135,4027,3503
ANGLE_LOG,1673,87248108,3973,3503
ANGLE_LOG,1674,87252108,4000,3503
ANGLE_LOG,1675,87256108,4000,3503
ANGLE_LOG,1676,87260108,4000,3503
ANGLE_LOG,1677,87264135,4027,3503
ANGLE_LOG,1678,87268108,3973,3503
ANGLE_LOG,1679,87272108,4000,3503
ANGLE_LOG,1680,87276108,4000,3503
ANGLE_LOG,1681,87280108,4000,3503
ANGLE_LOG,1682,87284135,4027,3503
ANGLE_LOG,1683,87288108,3973,3503
ANGLE_LOG,1684,87292108,4000,3503
ANGLE_LOG,1685,87296108,4000,3503
ANGLE_LOG,1686,87300108,4000,3503
ANGLE_LOG,1687,87304135,4027,3503
ANGLE_LOG,1688,87308108,3973,3503
ANGLE_LOG,1689,87312108,4000,3503
ANGLE_LOG,1690,87316108,4000,3503
ANGLE_LOG,1691,87320108,4000,3503
ANGLE_LOG,1692,87324135,4027,3503
ANGLE_LOG,1693,87328108,3973,3503
ANGLE_LOG,1694,87332108,4000,3503
ANGLE_LOG,1695,87336108,4000,3503
ANGLE_LOG,1696,87340108,4000,3503
ANGLE_LOG,1697,87344135,4027,3503
ANGLE_LOG,1698,87348108,3973,3503
ANGLE_LOG,1699,87352108,4000,3503
ANGLE_LOG,1700,87356108,4000,3503
ANGLE_LOG,1701,87360108,4000,3503
ANGLE_LOG,1702,87364135,4027,3503
ANGLE_LOG,1703,87368108,3973,3503
ANGLE_LOG,1704,87372108,4000,3503
ANGLE_LOG,1705,87376108,4000,3503
ANGLE_LOG,1706,87380108,4000,3503
ANGLE_LOG,1707,87384135,4027,3503
ANGLE_LOG,1708,87388108,3973,3503
ANGLE_LOG,1709,87392108,4000,3503
ANGLE_LOG,1710,87396108,4000,3503
ANGLE_LOG,1711,87400108,4000,3503
ANGLE_LOG,1712,87404135,4027,3503
ANGLE_LOG,1713,87408108,3973,3503
ANGLE_LOG,1714,87412108,4000,3503
ANGLE_LOG,1715,87416108,4000,3503
ANGLE_LOG,1716,87420108,4000,3503
ANGLE_LOG,1717,87424135,4027,3503
ANGLE_LOG,1718,87428108,3973,3503
ANGLE_LOG,1719,87432108,4000,3503
ANGLE_LOG,1720,87436108,4000,3503
ANGLE_LOG,1721,87440108,4000,3503
ANGLE_LOG,1722,87444135,4027,3503
ANGLE_LOG,1723,87448108,3973,3503
ANGLE_LOG,1724,87452108,4000,3503
ANGLE_LOG,1725,87456108,4000,3503
ANGLE_LOG,1726,87460108,4000,3503
ANGLE_LOG,1727,87464135,4027,3503
ANGLE_LOG,1728,87468108,3973,3503
ANGLE_LOG,1729,87472108,4000,3503
ANGLE_LOG,1730,87476108,4000,3503
ANGLE_LOG,1731,87480108,4000,3503
ANGLE_LOG,1732,87484135,4027,3503
ANGLE_LOG,1733,87488108,3973,3503
ANGLE_LOG,1734,87492108,4000,3503
ANGLE_LOG,1735,87496108,4000,3503
ANGLE_LOG,1736,87500108,4000,3503
ANGLE_LOG,1737,87504135,4027,3503
ANGLE_LOG,1738,87508108,3973,3503
ANGLE_LOG,1739,87512108,4000,3503
ANGLE_LOG,1740,87516108,4000,3503
ANGLE_LOG,1741,87520108,4000,3503
ANGLE_LOG,1742,87524135,4027,3503
ANGLE_LOG,1743,87528108,3973,3503
ANGLE_LOG,1744,87532108,4000,3503
ANGLE_LOG,1745,87536108,4000,3503
ANGLE_LOG,1746,87540108,4000,3503
ANGLE_LOG,1747,87544135,4027,3503
ANGLE_LOG,1748,87548108,3973,3503
ANGLE_LOG,1749,87552108,4000,3503
ANGLE_LOG,1750,87556108,4000,3503
ANGLE_LOG,1751,87560108,4000,3503
ANGLE_LOG,1752,87564135,4027,3503
ANGLE_LOG,1753,87568108,3973,3503
ANGLE_LOG,1754,87572108,4000,3503
ANGLE_LOG,1755,87576108,4000,3503
ANGLE_LOG,1756,87580108,4000,3503
ANGLE_LOG,1757,87584135,4027,3503
ANGLE_LOG,1758,87588108,3973,3503
ANGLE_LOG,1759,87592108,4000,3503
ANGLE_LOG,1760,87596108,4000,3503
ANGLE_LOG,1761,87600108,4000,3503
ANGLE_LOG,1762,87604135,4027,3503
ANGLE_LOG,1763,87608108,3973,3503
ANGLE_LOG,1764,87612108,4000,3503
ANGLE_LOG,1765,87616108,4000,3503
ANGLE_LOG,1766,87620108,4000,3503
ANGLE_LOG,1767,87624135,4027,3503
ANGLE_LOG,1768,87628108,3973,3503
ANGLE_LOG,1769,87632108,4000,3503
ANGLE_LOG,1770,87636108,4000,3503
ANGLE_LOG,1771,87640108,4000,3503
ANGLE_LOG,1772,87644135,4027,3503
ANGLE_LOG,1773,87648108,3973,3503
ANGLE_LOG,1774,87652108,4000,3503
ANGLE_LOG,1775,87656108,4000,3503
ANGLE_LOG,1776,87660108,4000,3503
ANGLE_LOG,1777,87664135,4027,3503
ANGLE_LOG,1778,87668108,3973,3503
ANGLE_LOG,1779,87672108,4000,3503
ANGLE_LOG,1780,87676108,4000,3503
ANGLE_LOG,1781,87680108,4000,3503
ANGLE_LOG,1782,87684135,4027,3503
ANGLE_LOG,1783,87688108,3973,3503
ANGLE_LOG,1784,87692108,4000,3503
ANGLE_LOG,1785,87696108,4000,3503
ANGLE_LOG,1786,87700108,4000,3503
ANGLE_LOG,1787,87704135,4027,3503
ANGLE_LOG,1788,87708108,3973,3503
ANGLE_LOG,1789,87712108,4000,3503
ANGLE_LOG,1790,87716108,4000,3503
ANGLE_LOG,1791,87720108,4000,3503
ANGLE_LOG,1792,87724135,4027,3503
ANGLE_LOG,1793,87728108,3973,3503
ANGLE_LOG,1794,87732108,4000,3503
ANGLE_LOG,1795,87736108,4000,3503
ANGLE_LOG,1796,87740108,4000,3503
ANGLE_LOG,1797,87744135,4027,3503
ANGLE_LOG,1798,87748108,3973,3503
ANGLE_LOG,1799,87752108,4000,3503
ANGLE_LOG,1800,87756108,4000,3503
ANGLE_LOG,1801,87760108,4000,3503
ANGLE_LOG,1802,87764135,4027,3503
ANGLE_LOG,1803,87768108,3973,3503
ANGLE_LOG,1804,87772108,4000,3503
ANGLE_LOG,1805,87776108,4000,3503
ANGLE_LOG,1806,87780108,4000,3503
ANGLE_LOG,1807,87784135,4027,3503
ANGLE_LOG,1808,87788108,3973,3503
ANGLE_LOG,1809,87792108,4000,3503
ANGLE_LOG,1810,87796108,4000,3503
ANGLE_LOG,1811,87800108,4000,3503
ANGLE_LOG,1812,87804135,4027,3503
ANGLE_LOG,1813,87808108,3973,3503
ANGLE_LOG,1814,87812108,4000,3503
ANGLE_LOG,1815,87816108,4000,3503
ANGLE_LOG,1816,87820108,4000,3503
ANGLE_LOG,1817,87824135,4027,3503
ANGLE_LOG,1818,87828108,3973,3503
ANGLE_LOG,1819,87832108,4000,3503
ANGLE_LOG,1820,87836108,4000,3503
ANGLE_LOG,1821,87840108,4000,3503
ANGLE_LOG,1822,87844135,4027,3503
ANGLE_LOG,1823,87848108,3973,3503
ANGLE_LOG,1824,87852108,4000,3503
ANGLE_LOG,1825,87856108,4000,3503
ANGLE_LOG,1826,87860108,4000,3503
ANGLE_LOG,1827,87864135,4027,3503
ANGLE_LOG,1828,87868108,3973,3503
ANGLE_LOG,1829,87872108,4000,3503
ANGLE_LOG,1830,87876108,4000,3503
ANGLE_LOG,1831,87880108,4000,3503
ANGLE_LOG,1832,87884135,4027,3503
ANGLE_LOG,1833,87888108,3973,3503
ANGLE_LOG,1834,87892108,4000,3503
ANGLE_LOG,1835,87896108,4000,3503
ANGLE_LOG,1836,87900107,3999,3503
ANGLE_LOG,1837,87904135,4028,3503
ANGLE_LOG,1838,87908108,3973,3503
ANGLE_LOG,1839,87912108,4000,3503
ANGLE_LOG,1840,87916108,4000,3503
ANGLE_LOG,1841,87920108,4000,3503
ANGLE_LOG,1842,87924135,4027,3503
ANGLE_LOG,1843,87928108,3973,3503
ANGLE_LOG,1844,87932108,4000,3503
ANGLE_LOG,1845,87936108,4000,3503
ANGLE_LOG,1846,87940108,4000,3503
ANGLE_LOG,1847,87944135,4027,3503
ANGLE_LOG,1848,87948108,3973,3503
ANGLE_LOG,1849,87952108,4000,3503
ANGLE_LOG,1850,87956108,4000,3503
ANGLE_LOG,1851,87960108,4000,3503
ANGLE_LOG,1852,87964135,4027,3503
ANGLE_LOG,1853,87968108,3973,3503
ANGLE_LOG,1854,87972108,4000,3503
ANGLE_LOG,1855,87976108,4000,3503
ANGLE_LOG,1856,87980108,4000,3503
ANGLE_LOG,1857,87984135,4027,3503
ANGLE_LOG,1858,87988108,3973,3503
ANGLE_LOG,1859,87992108,4000,3503
ANGLE_LOG,1860,87996108,4000,3503
ANGLE_LOG,1861,88000108,4000,3503
ANGLE_LOG,1862,88004135,4027,3503
ANGLE_LOG,1863,88008108,3973,3503
ANGLE_LOG,1864,88012108,4000,3503
ANGLE_LOG,1865,88016108,4000,3503
ANGLE_LOG,1866,88020108,4000,3503
ANGLE_LOG,1867,88024135,4027,3503
ANGLE_LOG,1868,88028108,3973,3503
ANGLE_LOG,1869,88032108,4000,3503
ANGLE_LOG,1870,88036108,4000,3503
ANGLE_LOG,1871,88040108,4000,3503
ANGLE_LOG,1872,88044135,4027,3503
ANGLE_LOG,1873,88048108,3973,3503
ANGLE_LOG,1874,88052108,4000,3503
ANGLE_LOG,1875,88056108,4000,3503
ANGLE_LOG,1876,88060108,4000,3503
ANGLE_LOG,1877,88064135,4027,3503
ANGLE_LOG,1878,88068108,3973,3503
ANGLE_LOG,1879,88072108,4000,3503
ANGLE_LOG,1880,88076108,4000,3503
ANGLE_LOG,1881,88080108,4000,3503
ANGLE_LOG,1882,88084135,4027,3503
ANGLE_LOG,1883,88088108,3973,3503
ANGLE_LOG,1884,88092108,4000,3503
ANGLE_LOG,1885,88096108,4000,3503
ANGLE_LOG,1886,88100108,4000,3503
ANGLE_LOG,1887,88104135,4027,3503
ANGLE_LOG,1888,88108108,3973,3503
ANGLE_LOG,1889,88112108,4000,3503
ANGLE_LOG,1890,88116108,4000,3503
ANGLE_LOG,1891,88120108,4000,3503
ANGLE_LOG,1892,88124135,4027,3503
ANGLE_LOG,1893,88128108,3973,3503
ANGLE_LOG,1894,88132108,4000,3503
ANGLE_LOG,1895,88136108,4000,3503
ANGLE_LOG,1896,88140108,4000,3503
ANGLE_LOG,1897,88144135,4027,3503
ANGLE_LOG,1898,88148108,3973,3503
ANGLE_LOG,1899,88152108,4000,3503
ANGLE_LOG,1900,88156108,4000,3503
ANGLE_LOG,1901,88160108,4000,3503
ANGLE_LOG,1902,88164135,4027,3503
ANGLE_LOG,1903,88168108,3973,3503
ANGLE_LOG,1904,88172108,4000,3503
ANGLE_LOG,1905,88176108,4000,3503
ANGLE_LOG,1906,88180108,4000,3503
ANGLE_LOG,1907,88184135,4027,3503
ANGLE_LOG,1908,88188108,3973,3503
ANGLE_LOG,1909,88192108,4000,3503
ANGLE_LOG,1910,88196108,4000,3503
ANGLE_LOG,1911,88200108,4000,3503
ANGLE_LOG,1912,88204135,4027,3503
ANGLE_LOG,1913,88208108,3973,3503
ANGLE_LOG,1914,88212108,4000,3503
ANGLE_LOG,1915,88216108,4000,3503
ANGLE_LOG,1916,88220108,4000,3503
ANGLE_LOG,1917,88224135,4027,3503
ANGLE_LOG,1918,88228108,3973,3503
ANGLE_LOG,1919,88232108,4000,3503
ANGLE_LOG,1920,88236108,4000,3503
ANGLE_LOG,1921,88240108,4000,3503
ANGLE_LOG,1922,88244135,4027,3503
ANGLE_LOG,1923,88248108,3973,3503
ANGLE_LOG,1924,88252108,4000,3503
ANGLE_LOG,1925,88256108,4000,3503
ANGLE_LOG,1926,88260108,4000,3503
ANGLE_LOG,1927,88264135,4027,3503
ANGLE_LOG,1928,88268108,3973,3503
ANGLE_LOG,1929,88272108,4000,3503
ANGLE_LOG,1930,88276108,4000,3503
ANGLE_LOG,1931,88280108,4000,3503
ANGLE_LOG,1932,88284135,4027,3503
ANGLE_LOG,1933,88288108,3973,3503
ANGLE_LOG,1934,88292108,4000,3503
ANGLE_LOG,1935,88296108,4000,3503
ANGLE_LOG,1936,88300108,4000,3503
ANGLE_LOG,1937,88304135,4027,3503
ANGLE_LOG,1938,88308108,3973,3503
ANGLE_LOG,1939,88312108,4000,3503
ANGLE_LOG,1940,88316108,4000,3503
ANGLE_LOG,1941,88320108,4000,3503
ANGLE_LOG,1942,88324135,4027,3503
ANGLE_LOG,1943,88328108,3973,3503
ANGLE_LOG,1944,88332108,4000,3503
ANGLE_LOG,1945,88336108,4000,3503
ANGLE_LOG,1946,88340108,4000,3503
ANGLE_LOG,1947,88344135,4027,3503
ANGLE_LOG,1948,88348108,3973,3503
ANGLE_LOG,1949,88352108,4000,3503
ANGLE_LOG,1950,88356108,4000,3503
ANGLE_LOG,1951,88360108,4000,3503
ANGLE_LOG,1952,88364135,4027,3503
ANGLE_LOG,1953,88368108,3973,3503
ANGLE_LOG,1954,88372108,4000,3503
ANGLE_LOG,1955,88376108,4000,3503
ANGLE_LOG,1956,88380108,4000,3503
ANGLE_LOG,1957,88384135,4027,3503
ANGLE_LOG,1958,88388108,3973,3503
ANGLE_LOG,1959,88392108,4000,3503
ANGLE_LOG,1960,88396108,4000,3503
ANGLE_LOG,1961,88400108,4000,3503
ANGLE_LOG,1962,88404135,4027,3503
ANGLE_LOG,1963,88408108,3973,3503
ANGLE_LOG,1964,88412108,4000,3503
ANGLE_LOG,1965,88416108,4000,3503
ANGLE_LOG,1966,88420108,4000,3503
ANGLE_LOG,1967,88424135,4027,3503
ANGLE_LOG,1968,88428108,3973,3503
ANGLE_LOG,1969,88432108,4000,3503
ANGLE_LOG,1970,88436108,4000,3503
ANGLE_LOG,1971,88440108,4000,3503
ANGLE_LOG,1972,88444135,4027,3503
ANGLE_LOG,1973,88448108,3973,3503
ANGLE_LOG,1974,88452108,4000,3503
ANGLE_LOG,1975,88456108,4000,3503
ANGLE_LOG,1976,88460108,4000,3503
ANGLE_LOG,1977,88464135,4027,3503
ANGLE_LOG,1978,88468108,3973,3503
ANGLE_LOG,1979,88472108,4000,3503
ANGLE_LOG,1980,88476108,4000,3503
ANGLE_LOG,1981,88480108,4000,3503
ANGLE_LOG,1982,88484135,4027,3503
ANGLE_LOG,1983,88488108,3973,3503
ANGLE_LOG,1984,88492108,4000,3503
ANGLE_LOG,1985,88496108,4000,3503
ANGLE_LOG,1986,88500108,4000,3503
ANGLE_LOG,1987,88504135,4027,3503
ANGLE_LOG,1988,88508108,3973,3503
ANGLE_LOG,1989,88512108,4000,3503
ANGLE_LOG,1990,88516108,4000,3503
ANGLE_LOG,1991,88520108,4000,3503
ANGLE_LOG,1992,88524135,4027,3503
ANGLE_LOG,1993,88528108,3973,3503
ANGLE_LOG,1994,88532108,4000,3503
ANGLE_LOG,1995,88536108,4000,3503
ANGLE_LOG,1996,88540108,4000,3503
ANGLE_LOG,1997,88544135,4027,3503
ANGLE_LOG,1998,88548108,3973,3503
ANGLE_LOG,1999,88552108,4000,3503
ANGLE_LOG,2000,88556108,4000,3503
ANGLE_LOG,2001,88560108,4000,3503
ANGLE_LOG,2002,88564135,4027,3503
ANGLE_LOG,2003,88568108,3973,3503
ANGLE_LOG,2004,88572108,4000,3503
ANGLE_LOG,2005,88576108,4000,3503
ANGLE_LOG,2006,88580108,4000,3503
ANGLE_LOG,2007,88584135,4027,3503
ANGLE_LOG,2008,88588108,3973,3503
ANGLE_LOG,2009,88592108,4000,3503
ANGLE_LOG,2010,88596108,4000,3503
ANGLE_LOG,2011,88600108,4000,3503
ANGLE_LOG,2012,88604135,4027,3503
ANGLE_LOG,2013,88608108,3973,3503
ANGLE_LOG,2014,88612108,4000,3503
ANGLE_LOG,2015,88616108,4000,3503
ANGLE_LOG,2016,88620108,4000,3503
ANGLE_LOG,2017,88624135,4027,3503
ANGLE_LOG,2018,88628108,3973,3503
ANGLE_LOG,2019,88632108,4000,3503
ANGLE_LOG,2020,88636108,4000,3503
ANGLE_LOG,2021,88640108,4000,3503
ANGLE_LOG,2022,88644135,4027,3503
ANGLE_LOG,2023,88648108,3973,3503
ANGLE_LOG,2024,88652108,4000,3503
ANGLE_LOG,2025,88656108,4000,3503
ANGLE_LOG,2026,88660108,4000,3503
ANGLE_LOG,2027,88664135,4027,3503
ANGLE_LOG,2028,88668108,3973,3503
ANGLE_LOG,2029,88672108,4000,3503
ANGLE_LOG,2030,88676108,4000,3503
ANGLE_LOG,2031,88680108,4000,3503
ANGLE_LOG,2032,88684135,4027,3503
ANGLE_LOG,2033,88688108,3973,3503
ANGLE_LOG,2034,88692108,4000,3503
ANGLE_LOG,2035,88696108,4000,3503
ANGLE_LOG,2036,88700108,4000,3503
ANGLE_LOG,2037,88704135,4027,3503
ANGLE_LOG,2038,88708108,3973,3503
ANGLE_LOG,2039,88712108,4000,3503
ANGLE_LOG,2040,88716108,4000,3503
ANGLE_LOG,2041,88720108,4000,3503
ANGLE_LOG,2042,88724135,4027,3503
ANGLE_LOG,2043,88728108,3973,3503
ANGLE_LOG,2044,88732108,4000,3503
ANGLE_LOG,2045,88736108,4000,3503
ANGLE_LOG,2046,88740108,4000,3503
ANGLE_LOG,2047,88744150,4042,3503
ANGLE_LOG_END
